Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Pantalón,Caballero,Negro,Deportivo,Marca A,1194.97,41,13,27,Ciencias de la Salud,HombreMujer,Regular
Chaqueta,Dama,Blanco,Deportivo,Marca D,1616.12,35,13,24,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Azul,Casual,Marca B,1724.1,39,15,22,Ciencias de la Salud,Mujer,Regular
Falda,Caballero,Azul,Casual,Marca C,1370.83,32,15,26,Deportes,Mujer,Regular
Vestido,Caballero,Rojo,Casual,Marca A,348.94,43,1,25,Artes,Mujer,Buena
Pantalón,Dama,Blanco,Formal,Marca D,369.73,43,8,20,Ingeniería,Mujer,Buena
Falda,Dama,Azul,Casual,Marca C,867.59,43,3,30,Ingeniería,Mujer,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca A,825.92,37,4,29,Ciencias de la Salud,Mujer,Regular
Vestido,Caballero,Blanco,Deportivo,Marca D,1138.92,43,2,25,Educación,Hombre,Mala
Falda,Dama,Negro,Formal,Marca B,695.37,43,2,29,Deportes,Hombre,Buena
Falda,Dama,Blanco,Deportivo,Marca B,1931.97,33,8,21,Educación,Mujer,Mala
Pantalón,Dama,Rojo,Formal,Marca B,489.77,42,7,22,Ciencias de la Salud,Hombre,Buena
Falda,Caballero,Rojo,Formal,Marca B,1915.73,44,3,28,Ingeniería,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca A,248.65,35,18,28,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Negro,Casual,Marca A,1097.29,42,11,29,Ingeniería,HombreMujer,Regular
Vestido,Dama,Blanco,Deportivo,Marca A,1979.75,43,11,28,Deportes,Mujer,Mala
Falda,Caballero,Blanco,Casual,Marca B,604.98,36,10,30,Ciencias de la Salud,Hombre,Mala
Camisa,Caballero,Negro,Casual,Marca D,793.36,37,16,29,Ciencias de la Salud,Mujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca C,1175.38,40,19,23,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Azul,Deportivo,Marca D,1109.66,41,5,25,Educación,Hombre,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca B,672.43,32,0,23,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Azul,Formal,Marca B,345.53,43,5,23,Ciencias de la Salud,Hombre,Mala
Pantalón,Dama,Azul,Formal,Marca C,1136.04,43,19,23,Artes,Hombre,Buena
Pantalón,Dama,Blanco,Deportivo,Marca B,1246.65,41,11,29,Deportes,Mujer,Regular
Pantalón,Dama,Blanco,Casual,Marca A,1444.66,40,14,30,Ciencias de la Salud,Hombre,Mala
Pantalón,Caballero,Blanco,Deportivo,Marca C,822.63,35,9,30,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca C,464.32,42,16,27,Deportes,Hombre,Buena
Chaqueta,Dama,Blanco,Formal,Marca B,436.99,41,14,26,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Negro,Deportivo,Marca C,1809.48,42,8,25,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Blanco,Formal,Marca B,1752.37,37,3,24,Artes,Hombre,Buena
Vestido,Dama,Azul,Casual,Marca A,448.09,32,8,27,Ingeniería,Hombre,Buena
Vestido,Caballero,Verde,Formal,Marca C,828.41,45,15,22,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Azul,Deportivo,Marca C,1065.29,34,3,28,Educación,Mujer,Buena
Chaqueta,Caballero,Negro,Casual,Marca C,793.25,34,4,20,Ingeniería,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca A,1527.38,41,0,29,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Azul,Formal,Marca A,1829.66,42,2,29,Educación,Hombre,Buena
Falda,Caballero,Blanco,Casual,Marca C,1964.48,43,19,20,Ingeniería,HombreMujer,Mala
Falda,Dama,Verde,Deportivo,Marca A,1192.13,45,6,26,Artes,Hombre,Mala
Vestido,Dama,Rojo,Deportivo,Marca D,1938.83,32,5,27,Deportes,Hombre,Regular
Pantalón,Dama,Rojo,Formal,Marca D,611.56,35,0,28,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Dama,Negro,Formal,Marca A,1405.21,38,8,23,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Verde,Formal,Marca A,1482.83,42,16,22,Deportes,Hombre,Regular
Vestido,Dama,Blanco,Deportivo,Marca B,729.22,36,15,29,Deportes,Mujer,Regular
Camisa,Dama,Negro,Casual,Marca D,768.78,36,15,27,Artes,Mujer,Buena
Camisa,Caballero,Negro,Deportivo,Marca C,1891.14,40,12,24,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Negro,Casual,Marca B,721.94,35,19,20,Artes,Hombre,Buena
Pantalón,Caballero,Blanco,Casual,Marca A,996.4,33,13,29,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Verde,Formal,Marca A,1101.5,39,4,21,Ingeniería,Hombre,Buena
Pantalón,Caballero,Azul,Casual,Marca C,960.96,43,3,28,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca C,1347.74,40,12,23,Deportes,HombreMujer,Mala
Pantalón,Caballero,Negro,Formal,Marca D,1339.99,36,3,24,Ingeniería,HombreMujer,Buena
Camisa,Dama,Negro,Casual,Marca C,1487.95,37,6,21,Deportes,Hombre,Buena
Falda,Dama,Azul,Formal,Marca B,312.43,41,17,22,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Blanco,Formal,Marca B,239.4,37,15,26,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Negro,Casual,Marca D,1082.97,40,4,28,Ingeniería,HombreMujer,Mala
Chaqueta,Caballero,Azul,Formal,Marca C,1460,34,1,21,Deportes,HombreMujer,Regular
Pantalón,Dama,Azul,Deportivo,Marca D,1454.23,33,19,22,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Verde,Casual,Marca C,1664.47,36,15,29,Ciencias de la Salud,Mujer,Mala
Falda,Dama,Negro,Deportivo,Marca C,1325.63,45,7,25,Artes,Mujer,Mala
Falda,Caballero,Negro,Casual,Marca A,834.77,39,2,27,Educación,Hombre,Mala
Pantalón,Caballero,Rojo,Casual,Marca D,1097.32,39,18,25,Educación,HombreMujer,Buena
Falda,Caballero,Blanco,Formal,Marca A,1061.38,38,1,30,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Verde,Formal,Marca D,1557.05,40,14,23,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca A,999.83,34,14,20,Deportes,HombreMujer,Regular
Vestido,Caballero,Blanco,Casual,Marca B,1102.76,45,18,22,Ingeniería,Mujer,Mala
Pantalón,Dama,Negro,Deportivo,Marca B,1807.94,39,15,23,Deportes,Mujer,Regular
Vestido,Dama,Blanco,Casual,Marca C,859.83,37,9,25,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Negro,Casual,Marca D,995.61,36,15,28,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Verde,Deportivo,Marca C,313.63,39,19,27,Ingeniería,Mujer,Buena
Falda,Dama,Negro,Casual,Marca A,1239.34,45,12,22,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Negro,Deportivo,Marca D,662.09,40,8,28,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca A,1678.23,36,15,23,Ingeniería,Hombre,Buena
Camisa,Dama,Verde,Deportivo,Marca A,603.36,34,16,20,Ingeniería,HombreMujer,Buena
Falda,Dama,Negro,Deportivo,Marca C,1502.78,40,12,27,Artes,Hombre,Regular
Pantalón,Caballero,Negro,Casual,Marca D,1668.47,43,1,24,Ingeniería,Hombre,Mala
Vestido,Dama,Negro,Formal,Marca A,806.66,32,4,25,Ingeniería,Mujer,Regular
Pantalón,Caballero,Azul,Formal,Marca D,1602.15,40,5,22,Educación,Mujer,Regular
Camisa,Caballero,Rojo,Formal,Marca B,910.2,45,17,21,Ingeniería,Mujer,Mala
Vestido,Dama,Negro,Formal,Marca C,834.11,44,6,26,Educación,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1614.73,44,13,22,Ingeniería,HombreMujer,Buena
Vestido,Dama,Azul,Deportivo,Marca B,673.21,38,15,22,Artes,HombreMujer,Buena
Camisa,Dama,Verde,Formal,Marca B,1141.8,43,1,25,Artes,Mujer,Mala
Camisa,Caballero,Blanco,Casual,Marca C,1168.23,42,11,22,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca A,1921.67,41,19,25,Artes,HombreMujer,Regular
Camisa,Caballero,Azul,Deportivo,Marca B,1086.97,40,11,21,Deportes,Hombre,Mala
Pantalón,Dama,Rojo,Casual,Marca B,1891.88,34,10,22,Artes,Hombre,Buena
Camisa,Caballero,Rojo,Formal,Marca C,1708.8,40,13,26,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Verde,Formal,Marca D,1251.48,38,17,25,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Verde,Formal,Marca D,1808.44,34,11,23,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Blanco,Deportivo,Marca D,940.05,43,4,27,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca B,1981.21,39,1,29,Ingeniería,Hombre,Buena
Vestido,Dama,Verde,Formal,Marca C,928.61,33,6,20,Educación,HombreMujer,Buena
Pantalón,Caballero,Negro,Casual,Marca D,336.19,34,18,21,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Caballero,Azul,Formal,Marca B,454.42,43,11,23,Ingeniería,Hombre,Mala
Chaqueta,Caballero,Blanco,Formal,Marca C,441.42,33,12,24,Educación,HombreMujer,Regular
Falda,Dama,Rojo,Formal,Marca C,465.09,40,9,24,Artes,Mujer,Buena
Vestido,Caballero,Negro,Formal,Marca D,1531.08,40,1,22,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Verde,Casual,Marca B,1484.37,32,10,28,Ingeniería,Mujer,Buena
Camisa,Dama,Negro,Casual,Marca D,1513.35,38,3,26,Educación,Hombre,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1916.06,45,13,23,Ciencias de la Salud,Hombre,Buena
Falda,Dama,Azul,Casual,Marca C,483.71,34,11,24,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Rojo,Formal,Marca C,804.34,43,6,29,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca C,657.31,32,11,26,Ciencias de la Salud,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca B,1424.81,45,9,21,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Verde,Formal,Marca A,929.89,33,17,28,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Verde,Formal,Marca D,1989.19,37,1,26,Deportes,Mujer,Buena
Pantalón,Caballero,Verde,Casual,Marca C,1507.43,43,7,30,Artes,Hombre,Buena
Camisa,Dama,Verde,Deportivo,Marca A,239.94,33,14,29,Deportes,Hombre,Mala
Vestido,Dama,Negro,Deportivo,Marca D,1560.09,43,12,29,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Negro,Deportivo,Marca B,965.15,42,9,24,Educación,Mujer,Buena
Pantalón,Dama,Azul,Formal,Marca C,1857.96,45,6,29,Deportes,Hombre,Buena
Pantalón,Dama,Azul,Deportivo,Marca B,351.78,37,13,20,Ingeniería,Hombre,Buena
Falda,Caballero,Blanco,Formal,Marca A,501.3,39,9,25,Ciencias de la Salud,Mujer,Mala
Falda,Dama,Negro,Formal,Marca B,1124.28,32,5,30,Artes,Mujer,Mala
Falda,Dama,Blanco,Deportivo,Marca C,1072.77,40,13,25,Artes,Mujer,Buena
Chaqueta,Caballero,Negro,Formal,Marca D,1899.23,34,1,27,Deportes,Hombre,Buena
Vestido,Dama,Rojo,Casual,Marca B,1727.91,43,15,22,Educación,HombreMujer,Buena
Pantalón,Dama,Azul,Formal,Marca D,1743.16,38,6,25,Artes,HombreMujer,Regular
Pantalón,Dama,Verde,Deportivo,Marca A,1788.02,42,19,21,Ciencias de la Salud,HombreMujer,Mala
Chaqueta,Dama,Verde,Formal,Marca D,991.04,37,9,27,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Verde,Deportivo,Marca C,690.67,40,3,21,Educación,Hombre,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca A,677.5,43,8,26,Educación,Hombre,Buena
Pantalón,Caballero,Rojo,Casual,Marca C,1243.97,43,8,21,Deportes,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca C,282.88,38,14,24,Ingeniería,Mujer,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca D,1456.76,33,9,27,Educación,Hombre,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca B,1377.62,45,17,22,Artes,HombreMujer,Regular
Chaqueta,Caballero,Azul,Casual,Marca D,1403.69,35,13,25,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca B,1377.64,32,4,20,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Azul,Formal,Marca A,769.39,44,2,20,Ingeniería,Mujer,Buena
Chaqueta,Dama,Verde,Formal,Marca D,962.32,41,14,20,Educación,Hombre,Mala
Falda,Caballero,Negro,Formal,Marca D,1922.97,33,17,20,Deportes,Hombre,Regular
Falda,Caballero,Rojo,Casual,Marca D,1526.23,41,8,23,Artes,Mujer,Buena
Pantalón,Dama,Blanco,Casual,Marca B,1219.27,38,11,20,Ingeniería,Hombre,Regular
Vestido,Dama,Negro,Formal,Marca A,383.79,36,15,29,Artes,Mujer,Regular
Pantalón,Caballero,Verde,Casual,Marca B,1955.26,36,10,29,Artes,Mujer,Regular
Falda,Caballero,Blanco,Formal,Marca C,1083.64,40,18,29,Artes,Mujer,Regular
Pantalón,Dama,Negro,Casual,Marca B,851.99,36,1,20,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Blanco,Casual,Marca B,1040.62,33,13,28,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Rojo,Casual,Marca B,1151.65,45,8,21,Deportes,Mujer,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca C,232.02,43,19,25,Deportes,Hombre,Buena
Vestido,Dama,Rojo,Casual,Marca D,878.83,43,10,26,Educación,Hombre,Buena
Falda,Dama,Azul,Deportivo,Marca D,1741.78,41,2,22,Deportes,Hombre,Mala
Falda,Caballero,Negro,Casual,Marca C,1463.25,45,5,24,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Verde,Formal,Marca B,1896.72,41,6,21,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Azul,Casual,Marca C,1429.1,37,7,25,Educación,Mujer,Mala
Vestido,Caballero,Blanco,Formal,Marca C,1857.42,38,2,30,Deportes,Hombre,Mala
Chaqueta,Dama,Rojo,Casual,Marca C,1289.68,42,8,22,Educación,Mujer,Regular
Falda,Dama,Rojo,Casual,Marca A,750.54,40,2,22,Educación,Hombre,Buena
Camisa,Caballero,Blanco,Deportivo,Marca D,894.92,37,5,23,Ingeniería,Hombre,Buena
Falda,Caballero,Azul,Formal,Marca B,337.08,36,14,27,Artes,Mujer,Regular
Falda,Dama,Verde,Casual,Marca A,411.68,42,18,28,Deportes,Mujer,Regular
Vestido,Dama,Verde,Deportivo,Marca C,1914.06,34,10,28,Artes,Mujer,Buena
Pantalón,Caballero,Azul,Formal,Marca A,1186.11,39,18,28,Artes,HombreMujer,Regular
Falda,Dama,Blanco,Casual,Marca D,1536.82,36,7,24,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Blanco,Formal,Marca A,238.59,37,10,24,Deportes,Hombre,Buena
Falda,Dama,Rojo,Formal,Marca B,1575.67,38,10,26,Educación,Mujer,Buena
Falda,Dama,Azul,Casual,Marca A,378.65,32,13,22,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca A,1374.67,42,17,25,Artes,HombreMujer,Regular
Camisa,Dama,Blanco,Deportivo,Marca D,731.3,44,3,25,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Blanco,Casual,Marca B,682.91,35,8,22,Deportes,Mujer,Buena
Camisa,Caballero,Azul,Casual,Marca A,686.71,34,14,20,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Caballero,Rojo,Formal,Marca C,563.83,44,10,26,Deportes,Mujer,Regular
Vestido,Dama,Verde,Formal,Marca A,1561.86,42,15,24,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Verde,Formal,Marca C,723.24,33,15,30,Ingeniería,HombreMujer,Regular
Falda,Caballero,Negro,Formal,Marca A,1213.05,40,18,20,Deportes,Mujer,Regular
Falda,Caballero,Rojo,Casual,Marca A,1554.69,32,14,29,Artes,Mujer,Buena
Falda,Dama,Rojo,Formal,Marca D,577.37,42,19,20,Educación,Hombre,Buena
Chaqueta,Dama,Azul,Deportivo,Marca D,658.67,39,2,23,Artes,Hombre,Regular
Chaqueta,Dama,Azul,Casual,Marca A,1791.39,32,1,20,Deportes,Mujer,Regular
Camisa,Caballero,Azul,Formal,Marca C,1543,33,9,29,Deportes,HombreMujer,Buena
Chaqueta,Caballero,Azul,Casual,Marca B,1990.7,37,11,26,Artes,Hombre,Buena
Falda,Dama,Verde,Casual,Marca D,324.49,40,2,28,Ciencias de la Salud,HombreMujer,Regular
Pantalón,Caballero,Azul,Deportivo,Marca A,1105.98,35,8,28,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Negro,Deportivo,Marca C,526.55,37,13,25,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Negro,Casual,Marca D,912.42,36,0,23,Deportes,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca B,1960.51,45,1,26,Deportes,HombreMujer,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca D,548.97,45,11,22,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca B,399.39,34,13,25,Deportes,Mujer,Buena
Camisa,Dama,Negro,Formal,Marca C,1703.07,40,17,21,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Blanco,Formal,Marca A,1303.69,36,17,29,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Caballero,Azul,Formal,Marca D,1733.89,45,5,22,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Blanco,Casual,Marca B,1137.18,37,3,27,Educación,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca C,1751.07,35,11,24,Educación,Hombre,Regular
Falda,Caballero,Azul,Casual,Marca A,722.07,33,0,23,Educación,Hombre,Regular
Falda,Caballero,Negro,Casual,Marca A,1256.76,40,4,30,Artes,HombreMujer,Buena
Camisa,Dama,Blanco,Deportivo,Marca D,698.76,33,4,30,Deportes,Hombre,Buena
Camisa,Dama,Rojo,Formal,Marca B,480.92,43,18,28,Deportes,Hombre,Buena
Camisa,Dama,Verde,Casual,Marca A,813.82,42,10,23,Ciencias de la Salud,Hombre,Buena
Vestido,Dama,Azul,Deportivo,Marca B,417.74,43,18,27,Deportes,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca C,1278.39,43,7,26,Deportes,Mujer,Buena
Falda,Caballero,Negro,Deportivo,Marca D,251.41,34,0,21,Educación,HombreMujer,Buena
Pantalón,Caballero,Verde,Casual,Marca A,305.12,43,15,26,Artes,HombreMujer,Buena
Chaqueta,Dama,Negro,Deportivo,Marca C,639.2,42,15,26,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Caballero,Blanco,Casual,Marca B,527.22,36,5,30,Ciencias de la Salud,HombreMujer,Buena
Camisa,Dama,Rojo,Casual,Marca A,625.32,40,19,23,Ciencias de la Salud,Hombre,Mala
Pantalón,Dama,Rojo,Deportivo,Marca B,1679.1,34,19,28,Artes,Hombre,Mala
Camisa,Dama,Rojo,Formal,Marca C,1015.17,38,17,27,Artes,Mujer,Buena
Chaqueta,Caballero,Negro,Formal,Marca A,1223.69,37,13,29,Ingeniería,Hombre,Buena
Pantalón,Dama,Blanco,Deportivo,Marca B,660.37,34,3,20,Deportes,Mujer,Mala
Pantalón,Caballero,Blanco,Casual,Marca B,1691.05,45,6,28,Educación,HombreMujer,Regular
Camisa,Dama,Negro,Casual,Marca A,668.66,38,19,21,Artes,Hombre,Mala
Vestido,Dama,Rojo,Casual,Marca C,1926.12,43,4,21,Artes,Mujer,Buena
Vestido,Dama,Negro,Deportivo,Marca A,376.73,38,12,23,Deportes,Hombre,Buena
Pantalón,Dama,Azul,Deportivo,Marca D,1411.18,33,3,24,Ciencias de la Salud,Mujer,Mala
Vestido,Dama,Rojo,Deportivo,Marca A,511.81,42,5,20,Ingeniería,Hombre,Mala
Falda,Dama,Blanco,Casual,Marca A,1691.25,36,0,21,Ciencias de la Salud,Hombre,Mala
Camisa,Dama,Azul,Formal,Marca D,1132.26,38,0,21,Ingeniería,Mujer,Regular
Vestido,Dama,Azul,Formal,Marca C,240.03,41,11,26,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Blanco,Formal,Marca D,459.81,32,18,26,Artes,Mujer,Regular
Vestido,Dama,Negro,Casual,Marca D,1157.82,36,5,21,Artes,Hombre,Buena
Pantalón,Caballero,Blanco,Formal,Marca D,518.28,33,7,20,Ciencias de la Salud,Hombre,Buena
Pantalón,Dama,Verde,Formal,Marca C,1261.15,43,0,30,Ingeniería,Hombre,Buena
Pantalón,Dama,Negro,Casual,Marca A,1103.19,39,7,29,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Azul,Casual,Marca A,562.39,35,7,20,Ingeniería,Hombre,Buena
Camisa,Dama,Rojo,Formal,Marca B,1482.56,42,3,24,Educación,Mujer,Regular
Pantalón,Dama,Azul,Formal,Marca C,1539.43,41,0,20,Artes,Mujer,Buena
Camisa,Dama,Verde,Casual,Marca A,928.25,38,11,23,Artes,Hombre,Buena
Camisa,Caballero,Blanco,Casual,Marca D,1121.98,40,2,20,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Verde,Deportivo,Marca B,1900.64,34,17,26,Artes,HombreMujer,Buena
Vestido,Caballero,Blanco,Formal,Marca B,1455.67,42,5,28,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Rojo,Casual,Marca A,900.38,36,6,24,Ingeniería,Hombre,Regular
Pantalón,Caballero,Negro,Formal,Marca B,214.13,33,7,23,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Verde,Formal,Marca B,320.37,33,6,29,Ingeniería,Hombre,Buena
Pantalón,Caballero,Azul,Casual,Marca D,1650.65,38,18,27,Artes,Hombre,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1774.68,33,5,20,Ingeniería,Hombre,Buena
Camisa,Caballero,Azul,Deportivo,Marca C,238.99,38,10,30,Artes,Hombre,Buena
Camisa,Caballero,Rojo,Deportivo,Marca A,1679.5,32,17,20,Artes,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca D,1446.44,34,1,29,Educación,Hombre,Buena
Camisa,Caballero,Negro,Formal,Marca B,1195.84,35,19,27,Deportes,Hombre,Regular
Falda,Dama,Rojo,Formal,Marca C,475.52,32,5,23,Educación,Hombre,Regular
Vestido,Caballero,Rojo,Deportivo,Marca C,1613.48,44,1,24,Educación,Hombre,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca C,1450.6,38,5,28,Educación,Mujer,Buena
Pantalón,Caballero,Negro,Casual,Marca B,934.02,36,9,27,Educación,Mujer,Buena
Falda,Caballero,Blanco,Deportivo,Marca C,685.84,35,9,28,Educación,Mujer,Buena
Camisa,Dama,Verde,Deportivo,Marca A,1942.25,43,17,28,Ingeniería,HombreMujer,Mala
Falda,Caballero,Verde,Casual,Marca D,1934.27,41,11,26,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca A,908.7,40,8,20,Artes,Mujer,Buena
Camisa,Dama,Blanco,Casual,Marca D,913.84,35,7,23,Ciencias de la Salud,Mujer,Buena
Vestido,Dama,Azul,Deportivo,Marca A,1934.14,32,9,23,Deportes,Hombre,Buena
Pantalón,Dama,Rojo,Formal,Marca D,1011.35,33,8,23,Artes,Mujer,Buena
Chaqueta,Dama,Azul,Deportivo,Marca C,851.45,37,11,22,Ingeniería,Hombre,Mala
Vestido,Dama,Verde,Formal,Marca C,1906.11,33,1,23,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Verde,Casual,Marca B,1087.16,37,10,22,Artes,Mujer,Buena
Falda,Caballero,Verde,Deportivo,Marca C,978.38,35,0,24,Artes,HombreMujer,Buena
Vestido,Caballero,Verde,Deportivo,Marca A,392.3,43,0,27,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca D,655.55,44,8,21,Educación,HombreMujer,Buena
Camisa,Caballero,Negro,Formal,Marca A,762.02,45,3,28,Ciencias de la Salud,Hombre,Buena
Vestido,Dama,Blanco,Formal,Marca D,1167.55,38,13,28,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Azul,Casual,Marca A,388.24,45,0,26,Ciencias de la Salud,Hombre,Buena
Falda,Dama,Blanco,Casual,Marca B,709.76,34,9,30,Artes,HombreMujer,Buena
Vestido,Caballero,Azul,Deportivo,Marca A,1253.04,38,12,28,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Negro,Formal,Marca A,1319.85,38,11,25,Ciencias de la Salud,HombreMujer,Buena
Falda,Dama,Verde,Formal,Marca C,1626.21,45,2,29,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Dama,Verde,Deportivo,Marca D,1236.97,33,2,26,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca D,1094.89,38,6,29,Ingeniería,Mujer,Buena
Pantalón,Dama,Azul,Formal,Marca D,1302.51,41,11,27,Artes,Mujer,Buena
Camisa,Dama,Blanco,Deportivo,Marca B,1304.7,44,11,30,Ciencias de la Salud,Mujer,Mala
Chaqueta,Dama,Verde,Casual,Marca B,1165.85,41,8,27,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca A,506.62,34,16,25,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Rojo,Deportivo,Marca B,821.66,36,15,25,Deportes,Mujer,Regular
Pantalón,Dama,Blanco,Formal,Marca B,1360.12,45,7,21,Artes,Mujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca B,1234.25,34,15,30,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Azul,Deportivo,Marca C,1591.27,36,8,30,Ciencias de la Salud,Mujer,Mala
Falda,Caballero,Azul,Formal,Marca D,978.12,39,16,23,Ingeniería,Hombre,Buena
Pantalón,Caballero,Rojo,Deportivo,Marca D,1256.97,33,4,29,Deportes,Hombre,Mala
Falda,Dama,Negro,Casual,Marca A,1863.84,45,8,25,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Negro,Formal,Marca C,1276.94,39,19,28,Deportes,Mujer,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca A,1616.32,35,2,25,Ingeniería,Mujer,Regular
Camisa,Caballero,Azul,Casual,Marca A,247.79,41,8,30,Educación,Mujer,Buena
Vestido,Caballero,Negro,Formal,Marca D,386.38,37,3,22,Educación,HombreMujer,Buena
