ID_Estudiante,Fecha_Registro,Edad,Estado_Civil,Lugar_Residencia,Calificaciones,Asistencia_a_clases,Semestre_Actual,Reprobacion_Asignaturas,Horas_Estudio_Semanales,Nivel_Socioeconomico,Ingreso_Familiar_Mensual,Apoyo_Financiero,Empleo_Parcial_o_Tiempo_Completo,Red_Apoyo_Social,Participacion_Extracurricular,Relaciones_Interpersonales,Problemas_Emocionales,Adaptacion_Entorno_Escolar,Personalidad,Autoeficacia_Academica,Horas_Sueno,Condiciones_Salud,Problemas_Familiares,Dependientes_en_Hogar,Tipo_Institucion,Distancia_Centro_Estudios,Acceso_Servicios_Basicos,Desercion
127,2024-06-22,23,Casado/a,Foráneo,98.04,64.01,1,4,9,Bajo,6631,No,No,Moderado,Media,Regulares,No,Buena,Extrovertido,Alta,5,Buena,Sí,0,Pública,12.67,Sí,No
128,2024-03-04,19,Soltero/a,Foráneo,89.55,80.1,7,2,11,Medio,17613,Sí,No,Moderado,Alta,Regulares,No,Buena,Extrovertido,Alta,8,Buena,No,3,Pública,47.58,No,Sí
129,2024-02-02,18,Unión Libre,Foráneo,91.29,75.21,10,5,14,Alto,17905,No,No,Débil,Media,Conflictivas,No,Regular,Extrovertido,Baja,6,Buena,Sí,4,Privada,38.2,No,Sí
130,2024-02-25,19,Soltero/a,Local,74.62,94.43,1,1,12,Bajo,13962,Sí,Sí,Débil,Alta,Buenas,Sí,Regular,Extrovertido,Media,10,Buena,Sí,2,Pública,13.15,Sí,Sí
131,2024-03-14,24,Casado/a,Foráneo,80.12,70.13,9,5,1,Bajo,14356,No,No,Fuerte,Alta,Conflictivas,No,Buena,Introvertido,Baja,10,Mala,No,4,Pública,30.66,No,No
132,2024-01-23,24,Casado/a,Local,70.25,64.21,6,2,11,Medio,5333,Sí,No,Fuerte,Baja,Regulares,No,Regular,Extrovertido,Alta,6,Buena,Sí,2,Pública,12.29,Sí,Sí
133,2024-02-13,21,Unión Libre,Foráneo,71.23,68.34,9,1,10,Alto,5175,Sí,No,Débil,Baja,Regulares,Sí,Regular,Introvertido,Media,6,Buena,Sí,2,Privada,44.43,No,Sí
134,2024-05-02,19,Unión Libre,Local,85.16,84.6,6,1,9,Bajo,17542,Sí,No,Débil,Alta,Conflictivas,Sí,Buena,Extrovertido,Alta,7,Regular,No,0,Pública,10.33,No,No
135,2024-01-26,21,Soltero/a,Foráneo,56.61,55.95,2,1,5,Bajo,12238,Sí,No,Débil,Alta,Buenas,No,Regular,Introvertido,Baja,4,Regular,No,5,Pública,20.74,No,No
136,2024-03-15,20,Casado/a,Local,95.93,71.55,5,0,3,Medio,13401,No,No,Débil,Alta,Regulares,No,Regular,Introvertido,Media,9,Mala,No,3,Pública,9.32,No,No
137,2024-05-04,21,Soltero/a,Foráneo,79.99,61.54,7,2,2,Bajo,16904,No,Sí,Débil,Baja,Buenas,No,Mala,Extrovertido,Alta,5,Buena,No,3,Privada,18.91,Sí,No
138,2024-06-22,19,Soltero/a,Foráneo,60.81,72.05,9,4,2,Bajo,15165,No,No,Fuerte,Baja,Buenas,No,Buena,Extrovertido,Media,7,Regular,No,5,Privada,15.79,No,No
139,2024-03-25,20,Casado/a,Foráneo,70.71,88.93,8,0,4,Bajo,6232,No,Sí,Fuerte,Baja,Regulares,Sí,Regular,Extrovertido,Media,7,Mala,No,0,Privada,23.0,No,No
140,2024-04-09,21,Casado/a,Foráneo,58.32,99.13,5,2,19,Medio,11198,Sí,No,Moderado,Alta,Regulares,No,Mala,Extrovertido,Alta,7,Mala,Sí,0,Pública,4.63,Sí,No
141,2024-06-08,21,Unión Libre,Foráneo,54.77,98.04,9,5,14,Bajo,7390,Sí,Sí,Moderado,Alta,Conflictivas,No,Buena,Extrovertido,Baja,8,Buena,No,0,Privada,37.25,Sí,Sí
142,2024-05-16,22,Unión Libre,Foráneo,67.77,59.35,8,4,12,Bajo,14396,Sí,Sí,Débil,Media,Buenas,No,Mala,Extrovertido,Baja,10,Mala,No,5,Privada,11.88,No,Sí
143,2024-04-04,23,Unión Libre,Local,63.17,77.98,8,0,19,Bajo,19254,Sí,No,Moderado,Media,Buenas,Sí,Buena,Extrovertido,Media,10,Buena,No,0,Pública,28.84,No,Sí
144,2024-01-23,25,Unión Libre,Local,55.63,81.62,6,5,2,Medio,9869,Sí,No,Débil,Media,Conflictivas,No,Buena,Introvertido,Baja,6,Regular,Sí,0,Privada,35.07,Sí,Sí
145,2024-04-21,22,Unión Libre,Foráneo,57.25,93.99,7,5,10,Bajo,14159,Sí,No,Moderado,Baja,Buenas,Sí,Mala,Extrovertido,Baja,9,Regular,Sí,4,Privada,31.02,Sí,Sí
146,2024-06-20,20,Casado/a,Foráneo,98.73,56.2,2,2,5,Alto,9504,Sí,No,Moderado,Baja,Conflictivas,Sí,Buena,Extrovertido,Baja,7,Mala,Sí,4,Privada,42.94,No,No
147,2024-05-24,20,Unión Libre,Foráneo,90.57,87.58,9,3,9,Bajo,4943,No,Sí,Débil,Alta,Regulares,Sí,Mala,Introvertido,Baja,8,Regular,No,1,Privada,3.31,Sí,No
148,2024-02-16,22,Casado/a,Foráneo,88.69,73.39,5,1,1,Bajo,5842,No,Sí,Débil,Baja,Regulares,No,Regular,Extrovertido,Alta,9,Mala,Sí,2,Pública,18.2,No,Sí
149,2024-03-13,25,Unión Libre,Foráneo,95.98,79.52,10,2,4,Bajo,4179,Sí,Sí,Moderado,Media,Conflictivas,No,Mala,Introvertido,Baja,7,Mala,No,0,Privada,1.35,No,Sí
150,2024-03-28,20,Casado/a,Local,77.18,82.45,2,0,10,Medio,11074,No,Sí,Moderado,Alta,Conflictivas,Sí,Regular,Introvertido,Baja,7,Mala,No,5,Privada,11.73,Sí,No
151,2024-04-25,23,Soltero/a,Foráneo,98.79,57.41,2,1,7,Medio,14459,No,No,Fuerte,Alta,Conflictivas,Sí,Regular,Introvertido,Media,9,Regular,Sí,0,Pública,33.31,Sí,Sí
152,2024-06-28,24,Soltero/a,Foráneo,72.41,51.65,9,0,2,Alto,10701,No,Sí,Débil,Alta,Buenas,Sí,Mala,Extrovertido,Alta,4,Buena,Sí,4,Pública,20.64,No,Sí
153,2024-04-15,20,Casado/a,Local,69.03,59.02,10,3,3,Medio,14767,No,No,Moderado,Baja,Regulares,No,Mala,Extrovertido,Media,5,Buena,No,2,Privada,41.67,Sí,Sí
154,2024-01-16,23,Unión Libre,Local,77.78,79.47,9,4,16,Medio,8572,No,No,Fuerte,Media,Regulares,Sí,Regular,Extrovertido,Baja,5,Mala,Sí,1,Pública,15.21,Sí,No
155,2024-03-25,22,Casado/a,Foráneo,98.45,98.89,5,0,3,Bajo,6426,No,No,Débil,Alta,Regulares,No,Mala,Introvertido,Alta,10,Mala,No,3,Privada,26.51,No,Sí
156,2024-04-21,19,Soltero/a,Local,77.87,62.82,10,4,11,Medio,5116,Sí,No,Débil,Baja,Regulares,No,Buena,Introvertido,Alta,7,Buena,Sí,4,Privada,20.6,No,No
157,2024-02-09,25,Casado/a,Local,96.7,99.6,8,0,7,Bajo,19045,Sí,No,Débil,Alta,Regulares,No,Buena,Extrovertido,Baja,5,Buena,No,0,Pública,38.97,Sí,No
158,2024-03-24,25,Unión Libre,Foráneo,98.33,95.18,5,2,10,Medio,16620,Sí,Sí,Fuerte,Alta,Regulares,No,Regular,Extrovertido,Alta,6,Mala,No,4,Privada,7.48,No,Sí
159,2024-06-29,20,Unión Libre,Foráneo,61.23,75.77,5,4,12,Bajo,18620,Sí,No,Débil,Baja,Conflictivas,No,Mala,Extrovertido,Baja,6,Regular,Sí,0,Pública,46.04,Sí,Sí
160,2024-04-30,22,Soltero/a,Local,97.43,91.66,7,0,6,Medio,3328,No,No,Moderado,Baja,Buenas,Sí,Buena,Introvertido,Baja,10,Buena,Sí,0,Privada,31.08,No,Sí
161,2024-02-21,18,Unión Libre,Local,99.94,85.95,6,4,12,Medio,5332,No,No,Moderado,Baja,Regulares,Sí,Regular,Introvertido,Alta,10,Buena,Sí,3,Pública,23.92,Sí,No
162,2024-01-09,19,Unión Libre,Foráneo,87.24,69.82,7,2,10,Bajo,14273,No,Sí,Débil,Alta,Buenas,No,Buena,Extrovertido,Alta,4,Buena,Sí,3,Privada,6.85,Sí,No
163,2024-02-27,21,Casado/a,Foráneo,92.67,53.33,2,1,2,Alto,6533,Sí,No,Moderado,Alta,Buenas,Sí,Mala,Introvertido,Baja,6,Regular,No,5,Pública,22.15,Sí,No
164,2024-03-16,25,Unión Libre,Local,62.47,64.07,2,1,5,Medio,7184,Sí,Sí,Débil,Alta,Buenas,Sí,Buena,Extrovertido,Media,10,Regular,No,1,Privada,17.69,Sí,No
165,2024-05-25,23,Casado/a,Foráneo,79.06,87.59,8,0,12,Medio,10650,Sí,Sí,Moderado,Baja,Regulares,Sí,Mala,Introvertido,Baja,10,Mala,No,0,Pública,40.95,No,No
166,2024-04-17,20,Casado/a,Foráneo,82.88,63.97,1,2,10,Medio,13897,No,Sí,Fuerte,Baja,Buenas,Sí,Mala,Introvertido,Alta,10,Regular,No,4,Privada,33.99,Sí,Sí
167,2024-06-06,22,Casado/a,Foráneo,87.4,77.46,9,5,14,Bajo,13461,Sí,Sí,Débil,Baja,Conflictivas,Sí,Regular,Extrovertido,Media,9,Regular,Sí,1,Privada,10.09,Sí,Sí
168,2024-02-07,24,Soltero/a,Foráneo,64.94,64.17,3,2,13,Bajo,13085,No,No,Débil,Alta,Regulares,Sí,Mala,Introvertido,Alta,8,Buena,Sí,0,Pública,15.05,No,No
169,2024-01-08,20,Soltero/a,Foráneo,85.71,54.18,4,3,9,Bajo,7684,Sí,Sí,Débil,Alta,Regulares,No,Mala,Introvertido,Media,10,Buena,No,0,Pública,11.25,No,Sí
170,2024-05-18,25,Soltero/a,Local,69.62,93.24,1,3,6,Medio,3085,No,No,Débil,Alta,Buenas,No,Mala,Introvertido,Baja,5,Regular,No,4,Pública,17.03,Sí,No
171,2024-03-10,20,Soltero/a,Local,74.26,51.73,8,4,20,Bajo,15375,No,Sí,Fuerte,Media,Buenas,No,Mala,Introvertido,Media,7,Buena,Sí,4,Privada,7.56,No,No
172,2024-06-11,23,Casado/a,Foráneo,81.28,66.65,9,2,17,Bajo,14090,Sí,Sí,Moderado,Baja,Buenas,Sí,Regular,Extrovertido,Alta,8,Regular,No,0,Privada,13.77,No,Sí
173,2024-06-08,20,Unión Libre,Foráneo,87.02,75.7,2,4,20,Bajo,9898,No,No,Fuerte,Alta,Regulares,Sí,Mala,Introvertido,Baja,10,Mala,No,3,Privada,22.37,Sí,No
174,2024-04-16,22,Casado/a,Local,71.93,81.35,7,0,9,Bajo,19796,Sí,No,Fuerte,Alta,Conflictivas,Sí,Regular,Extrovertido,Media,4,Regular,Sí,5,Pública,28.2,Sí,No
175,2024-04-03,25,Soltero/a,Local,61.95,52.3,9,3,12,Alto,4241,Sí,Sí,Débil,Baja,Regulares,No,Mala,Introvertido,Baja,4,Mala,No,1,Pública,37.34,Sí,Sí
176,2024-04-09,18,Soltero/a,Local,77.31,95.95,9,5,16,Bajo,17180,Sí,No,Débil,Baja,Conflictivas,Sí,Buena,Introvertido,Alta,8,Mala,Sí,5,Privada,11.63,Sí,Sí
177,2024-01-11,21,Soltero/a,Local,58.0,71.28,9,2,5,Alto,4657,No,No,Débil,Alta,Regulares,No,Regular,Extrovertido,Alta,5,Regular,No,0,Pública,26.77,Sí,No
178,2024-06-14,23,Unión Libre,Local,97.6,59.12,6,5,2,Alto,10495,No,No,Débil,Alta,Regulares,Sí,Buena,Extrovertido,Baja,4,Buena,No,4,Pública,18.6,Sí,Sí
179,2024-03-20,24,Soltero/a,Local,65.52,98.41,7,3,11,Bajo,8586,Sí,Sí,Moderado,Alta,Regulares,Sí,Mala,Introvertido,Media,5,Buena,No,1,Privada,48.14,Sí,No
180,2024-04-16,20,Casado/a,Local,66.1,52.26,8,5,11,Bajo,6720,No,No,Fuerte,Alta,Conflictivas,Sí,Buena,Introvertido,Alta,5,Regular,Sí,1,Privada,46.94,No,Sí
181,2024-04-29,23,Unión Libre,Foráneo,97.03,64.06,9,1,9,Alto,11553,Sí,Sí,Débil,Baja,Buenas,No,Buena,Introvertido,Baja,7,Mala,Sí,4,Privada,22.14,Sí,Sí
182,2024-06-01,24,Casado/a,Local,57.13,69.15,8,3,20,Medio,11939,No,Sí,Débil,Alta,Conflictivas,Sí,Regular,Introvertido,Alta,8,Buena,No,0,Pública,16.5,No,Sí
183,2024-04-21,20,Unión Libre,Local,64.35,55.46,7,3,6,Medio,5108,Sí,Sí,Débil,Baja,Conflictivas,No,Buena,Introvertido,Baja,6,Mala,Sí,1,Privada,4.65,Sí,Sí
184,2024-05-21,23,Casado/a,Local,62.11,58.73,6,5,18,Alto,16241,Sí,Sí,Fuerte,Alta,Conflictivas,Sí,Buena,Extrovertido,Baja,6,Mala,No,4,Privada,43.2,Sí,No
185,2024-06-07,22,Soltero/a,Local,83.11,59.7,3,2,7,Medio,15439,Sí,No,Fuerte,Alta,Buenas,Sí,Regular,Introvertido,Alta,10,Regular,No,0,Privada,16.45,No,Sí
186,2024-01-19,18,Unión Libre,Local,87.81,60.97,10,0,9,Bajo,13947,Sí,Sí,Moderado,Alta,Regulares,Sí,Regular,Extrovertido,Alta,9,Mala,Sí,2,Privada,47.91,Sí,Sí
187,2024-02-16,24,Soltero/a,Local,63.06,92.53,8,0,11,Bajo,18116,No,Sí,Moderado,Baja,Conflictivas,No,Regular,Extrovertido,Baja,9,Regular,Sí,5,Privada,32.71,Sí,Sí
188,2024-01-05,21,Casado/a,Local,78.0,74.81,10,1,8,Medio,5327,No,Sí,Moderado,Media,Regulares,No,Regular,Extrovertido,Media,8,Regular,Sí,3,Pública,36.35,Sí,Sí
189,2024-02-12,22,Unión Libre,Local,77.2,52.99,3,4,17,Medio,9360,Sí,No,Moderado,Alta,Regulares,No,Regular,Introvertido,Alta,7,Regular,Sí,5,Pública,39.91,Sí,No
190,2024-02-14,19,Soltero/a,Local,52.65,66.82,3,4,4,Alto,19532,No,Sí,Moderado,Baja,Conflictivas,Sí,Buena,Extrovertido,Alta,6,Buena,No,5,Pública,17.24,No,Sí
191,2024-05-06,20,Soltero/a,Foráneo,97.81,96.28,3,0,14,Alto,4643,No,Sí,Moderado,Alta,Buenas,No,Mala,Introvertido,Baja,10,Regular,Sí,1,Pública,37.87,Sí,Sí
192,2024-04-05,19,Casado/a,Foráneo,60.02,66.63,5,3,5,Alto,7721,Sí,Sí,Moderado,Alta,Buenas,No,Regular,Introvertido,Media,9,Mala,No,3,Privada,7.69,No,No
193,2024-02-21,19,Unión Libre,Foráneo,52.32,68.27,7,1,3,Medio,15252,Sí,Sí,Moderado,Alta,Conflictivas,No,Mala,Introvertido,Baja,4,Buena,No,0,Pública,49.06,Sí,No
194,2024-01-09,22,Casado/a,Foráneo,62.01,72.86,4,3,7,Bajo,18989,Sí,No,Moderado,Alta,Conflictivas,Sí,Mala,Extrovertido,Media,4,Mala,Sí,4,Privada,23.54,Sí,No
195,2024-05-03,22,Soltero/a,Local,88.53,79.24,6,5,5,Bajo,3928,Sí,Sí,Moderado,Alta,Regulares,No,Mala,Extrovertido,Media,7,Mala,No,0,Privada,42.08,No,Sí
196,2024-04-09,25,Soltero/a,Foráneo,73.12,63.68,4,5,18,Alto,4511,No,Sí,Fuerte,Media,Buenas,Sí,Mala,Introvertido,Alta,10,Regular,No,0,Pública,33.5,No,No
197,2024-05-30,23,Unión Libre,Local,52.06,66.1,6,1,2,Alto,19605,Sí,No,Fuerte,Baja,Regulares,No,Mala,Extrovertido,Media,9,Regular,Sí,5,Pública,48.02,Sí,No
198,2024-03-08,20,Soltero/a,Foráneo,78.44,96.15,5,2,16,Bajo,17334,Sí,Sí,Débil,Alta,Regulares,No,Mala,Extrovertido,Media,5,Mala,Sí,5,Pública,15.37,No,Sí
199,2024-06-23,21,Unión Libre,Local,65.76,63.6,8,3,13,Bajo,13099,Sí,Sí,Débil,Alta,Conflictivas,No,Regular,Extrovertido,Media,10,Regular,Sí,3,Privada,19.22,No,Sí
200,2024-02-16,22,Casado/a,Foráneo,75.57,65.94,6,2,15,Bajo,11398,No,Sí,Moderado,Media,Regulares,Sí,Mala,Extrovertido,Media,9,Mala,No,2,Pública,33.27,Sí,Sí
201,2024-04-15,20,Soltero/a,Local,89.31,83.25,8,2,6,Bajo,13352,No,No,Moderado,Baja,Regulares,No,Buena,Introvertido,Alta,8,Mala,Sí,3,Privada,17.11,No,No
202,2024-03-11,24,Casado/a,Foráneo,79.08,68.22,6,4,9,Alto,10529,No,No,Moderado,Media,Buenas,Sí,Regular,Introvertido,Alta,9,Mala,Sí,1,Pública,28.44,No,Sí
203,2024-05-26,19,Unión Libre,Foráneo,69.19,55.64,6,1,8,Bajo,18888,Sí,Sí,Débil,Baja,Regulares,No,Buena,Introvertido,Alta,9,Regular,Sí,1,Pública,25.71,Sí,Sí
204,2024-05-21,22,Casado/a,Foráneo,83.06,77.35,9,3,17,Medio,12424,No,No,Fuerte,Alta,Conflictivas,No,Buena,Extrovertido,Alta,10,Buena,Sí,2,Pública,25.15,No,Sí
205,2024-06-26,24,Unión Libre,Foráneo,98.59,96.68,4,5,12,Bajo,17019,Sí,Sí,Fuerte,Alta,Regulares,Sí,Regular,Extrovertido,Media,8,Mala,Sí,1,Pública,16.89,No,No
206,2024-04-19,21,Casado/a,Foráneo,53.91,90.13,8,5,13,Alto,10858,Sí,Sí,Débil,Alta,Conflictivas,No,Mala,Introvertido,Alta,8,Mala,No,4,Pública,13.3,No,No
207,2024-02-27,21,Unión Libre,Local,50.63,53.09,1,5,4,Bajo,15581,No,Sí,Débil,Media,Regulares,Sí,Mala,Introvertido,Alta,8,Regular,No,3,Pública,49.35,Sí,Sí
208,2024-02-24,24,Soltero/a,Foráneo,60.33,91.52,7,2,20,Medio,4113,No,No,Moderado,Baja,Regulares,No,Buena,Introvertido,Media,7,Regular,No,4,Pública,32.3,No,No
209,2024-01-31,24,Casado/a,Local,64.89,79.18,3,1,8,Alto,18241,Sí,Sí,Moderado,Media,Regulares,No,Buena,Extrovertido,Media,4,Regular,No,0,Pública,36.18,No,No
210,2024-04-06,18,Soltero/a,Foráneo,84.47,56.66,5,5,6,Alto,15474,Sí,Sí,Débil,Baja,Regulares,No,Buena,Introvertido,Media,8,Buena,No,1,Pública,21.78,Sí,Sí
211,2024-03-15,22,Soltero/a,Local,71.65,80.79,8,3,20,Alto,19060,Sí,Sí,Fuerte,Media,Buenas,No,Mala,Extrovertido,Media,8,Regular,No,2,Pública,22.36,Sí,Sí
212,2024-01-30,25,Soltero/a,Foráneo,50.5,85.74,2,4,5,Bajo,18430,Sí,Sí,Débil,Baja,Buenas,No,Mala,Extrovertido,Alta,4,Regular,Sí,0,Pública,5.79,No,No
213,2024-06-23,21,Unión Libre,Foráneo,68.69,98.26,10,4,18,Bajo,8330,Sí,Sí,Débil,Alta,Regulares,No,Buena,Extrovertido,Alta,5,Regular,Sí,2,Privada,2.81,No,No
214,2024-01-23,23,Unión Libre,Foráneo,93.14,75.43,9,0,17,Medio,14363,No,Sí,Débil,Baja,Buenas,No,Mala,Extrovertido,Media,7,Regular,Sí,1,Pública,33.8,No,No
215,2024-01-09,19,Unión Libre,Foráneo,78.16,87.07,3,3,11,Medio,4357,No,No,Moderado,Media,Conflictivas,Sí,Mala,Extrovertido,Baja,6,Buena,Sí,0,Pública,27.87,No,No
216,2024-05-30,21,Unión Libre,Local,52.36,66.06,6,0,14,Bajo,6388,No,No,Fuerte,Media,Buenas,Sí,Mala,Extrovertido,Alta,9,Regular,Sí,4,Privada,20.67,No,Sí
217,2024-02-16,24,Soltero/a,Foráneo,71.28,73.81,1,5,2,Bajo,9101,Sí,No,Moderado,Baja,Regulares,Sí,Regular,Extrovertido,Baja,10,Mala,No,5,Privada,12.7,Sí,Sí
218,2024-05-24,19,Unión Libre,Local,57.92,73.2,10,0,17,Medio,6514,Sí,No,Moderado,Baja,Regulares,No,Regular,Introvertido,Baja,6,Regular,Sí,5,Privada,12.12,Sí,No
219,2024-05-13,19,Unión Libre,Foráneo,88.02,89.19,3,5,10,Medio,12800,Sí,No,Débil,Baja,Conflictivas,No,Mala,Introvertido,Media,5,Regular,Sí,4,Privada,25.67,No,No
220,2024-06-03,22,Soltero/a,Local,86.03,55.0,5,3,9,Bajo,5017,No,No,Fuerte,Media,Buenas,No,Regular,Introvertido,Alta,6,Mala,Sí,4,Pública,4.69,Sí,No
221,2024-01-02,25,Casado/a,Foráneo,85.0,59.33,6,2,13,Alto,19899,Sí,No,Débil,Media,Conflictivas,Sí,Buena,Introvertido,Media,7,Mala,Sí,4,Pública,7.91,No,No
222,2024-05-04,24,Soltero/a,Foráneo,71.25,99.64,8,2,2,Bajo,14238,Sí,No,Fuerte,Media,Conflictivas,No,Mala,Introvertido,Baja,5,Mala,No,4,Privada,30.63,Sí,No
223,2024-04-18,19,Unión Libre,Foráneo,97.71,58.66,7,5,17,Bajo,18563,Sí,Sí,Débil,Media,Regulares,No,Mala,Introvertido,Media,10,Buena,Sí,1,Privada,18.86,No,No
224,2024-06-18,23,Casado/a,Local,79.01,96.03,2,2,18,Medio,18811,No,Sí,Débil,Media,Buenas,Sí,Buena,Introvertido,Alta,6,Mala,Sí,4,Privada,1.48,No,No
225,2024-02-06,24,Casado/a,Foráneo,54.39,89.98,5,5,15,Bajo,5223,No,Sí,Débil,Baja,Buenas,Sí,Mala,Introvertido,Baja,4,Buena,Sí,1,Privada,38.55,Sí,No
226,2024-05-15,22,Casado/a,Local,90.92,92.93,8,3,16,Alto,5968,No,No,Fuerte,Alta,Conflictivas,Sí,Mala,Introvertido,Media,7,Mala,No,4,Pública,44.11,No,No
227,2024-06-01,19,Unión Libre,Foráneo,95.42,88.97,9,4,9,Medio,9735,No,Sí,Fuerte,Baja,Buenas,Sí,Mala,Extrovertido,Baja,7,Buena,Sí,4,Privada,48.57,No,Sí
228,2024-02-21,19,Casado/a,Foráneo,79.13,66.37,1,5,17,Bajo,10594,Sí,No,Fuerte,Alta,Buenas,No,Regular,Extrovertido,Alta,7,Mala,No,3,Pública,20.75,Sí,No
229,2024-03-02,22,Casado/a,Local,98.78,57.23,3,3,8,Bajo,9338,No,No,Fuerte,Baja,Regulares,Sí,Mala,Introvertido,Alta,7,Regular,No,5,Privada,48.74,No,No
230,2024-02-06,25,Soltero/a,Foráneo,94.56,73.47,9,1,9,Bajo,15677,No,No,Débil,Alta,Conflictivas,Sí,Mala,Extrovertido,Media,6,Regular,No,1,Privada,33.36,Sí,Sí
231,2024-02-11,18,Soltero/a,Foráneo,58.42,82.23,8,1,8,Medio,3561,Sí,No,Fuerte,Baja,Buenas,Sí,Regular,Extrovertido,Baja,5,Mala,Sí,3,Pública,32.89,Sí,No
232,2024-04-04,20,Unión Libre,Foráneo,86.65,77.82,1,2,16,Bajo,8773,No,No,Moderado,Alta,Conflictivas,No,Mala,Extrovertido,Media,8,Mala,No,1,Pública,36.13,Sí,Sí
233,2024-01-13,22,Unión Libre,Foráneo,61.2,72.75,7,4,10,Bajo,9321,Sí,Sí,Moderado,Baja,Buenas,Sí,Buena,Extrovertido,Media,9,Buena,No,1,Privada,46.56,Sí,Sí
234,2024-01-12,25,Unión Libre,Local,52.08,73.39,10,1,4,Bajo,18799,No,Sí,Fuerte,Alta,Buenas,No,Mala,Extrovertido,Baja,5,Buena,Sí,4,Pública,8.9,Sí,No
235,2024-04-07,22,Soltero/a,Local,73.97,58.62,10,2,5,Alto,17482,No,Sí,Moderado,Alta,Buenas,No,Mala,Introvertido,Alta,10,Buena,No,2,Privada,41.4,Sí,Sí
236,2024-01-04,18,Soltero/a,Local,53.52,89.76,1,3,17,Alto,13551,No,Sí,Fuerte,Media,Conflictivas,Sí,Regular,Introvertido,Baja,6,Mala,No,3,Pública,26.57,Sí,No
237,2024-05-27,23,Casado/a,Foráneo,91.04,78.21,2,2,15,Medio,15225,No,Sí,Débil,Media,Regulares,No,Buena,Introvertido,Media,8,Mala,Sí,3,Pública,19.54,No,No
238,2024-01-16,24,Unión Libre,Foráneo,83.62,51.08,6,4,8,Alto,14050,Sí,No,Fuerte,Media,Conflictivas,No,Regular,Extrovertido,Media,8,Regular,No,3,Privada,20.92,Sí,No
239,2024-04-04,20,Soltero/a,Foráneo,90.29,76.37,9,4,16,Alto,8280,Sí,No,Moderado,Alta,Conflictivas,No,Buena,Introvertido,Media,9,Regular,No,5,Pública,39.57,No,Sí
240,2024-05-16,21,Soltero/a,Local,55.43,85.39,2,0,9,Medio,8595,Sí,Sí,Débil,Baja,Regulares,No,Regular,Extrovertido,Baja,7,Mala,Sí,4,Privada,2.49,Sí,No
241,2024-02-11,22,Unión Libre,Local,57.3,94.28,3,1,12,Alto,19743,Sí,No,Débil,Media,Buenas,No,Buena,Extrovertido,Baja,10,Mala,No,5,Privada,36.76,Sí,No
242,2024-04-25,22,Casado/a,Foráneo,78.12,74.5,3,2,7,Bajo,11856,No,Sí,Moderado,Alta,Regulares,No,Regular,Extrovertido,Media,5,Mala,No,3,Privada,7.73,No,Sí
243,2024-01-30,24,Unión Libre,Foráneo,54.8,62.98,5,5,17,Medio,7991,Sí,Sí,Débil,Alta,Buenas,Sí,Regular,Extrovertido,Media,7,Buena,Sí,2,Privada,17.46,Sí,No
244,2024-04-09,23,Unión Libre,Foráneo,51.27,65.63,3,3,5,Alto,11850,No,No,Moderado,Alta,Regulares,Sí,Mala,Introvertido,Baja,10,Mala,No,5,Privada,43.45,No,Sí
245,2024-01-20,23,Soltero/a,Local,71.55,54.92,6,4,15,Medio,19236,Sí,No,Moderado,Baja,Buenas,Sí,Mala,Introvertido,Baja,10,Buena,No,5,Privada,26.4,Sí,Sí
246,2024-04-01,20,Soltero/a,Local,66.47,98.58,10,4,3,Medio,16632,Sí,No,Moderado,Alta,Buenas,No,Mala,Introvertido,Alta,8,Mala,No,2,Privada,43.53,No,No
247,2024-06-06,18,Soltero/a,Foráneo,64.62,74.15,5,1,7,Medio,15791,Sí,No,Moderado,Media,Buenas,No,Buena,Introvertido,Alta,8,Mala,Sí,5,Pública,38.6,No,No
248,2024-04-25,20,Soltero/a,Local,50.8,95.6,3,3,11,Medio,15907,Sí,Sí,Moderado,Alta,Buenas,No,Regular,Introvertido,Baja,10,Buena,Sí,5,Pública,46.91,Sí,Sí
249,2024-01-11,23,Soltero/a,Local,70.35,64.93,9,4,3,Alto,7934,Sí,No,Fuerte,Alta,Buenas,Sí,Regular,Introvertido,Alta,6,Regular,No,4,Pública,29.92,No,No
250,2024-03-22,22,Unión Libre,Local,86.77,84.27,5,2,6,Medio,9874,Sí,No,Moderado,Baja,Regulares,Sí,Regular,Introvertido,Baja,8,Mala,Sí,4,Pública,37.05,No,Sí
251,2024-06-26,21,Casado/a,Foráneo,71.1,72.44,10,5,8,Bajo,13142,Sí,Sí,Débil,Media,Buenas,No,Mala,Introvertido,Media,6,Regular,Sí,0,Pública,22.3,Sí,No
252,2024-05-22,23,Casado/a,Local,83.03,85.47,10,5,2,Bajo,17664,No,Sí,Débil,Alta,Conflictivas,No,Regular,Extrovertido,Media,6,Buena,Sí,5,Privada,43.61,No,Sí
253,2024-02-03,19,Unión Libre,Foráneo,56.79,74.71,4,4,19,Bajo,10147,No,Sí,Débil,Alta,Conflictivas,No,Regular,Introvertido,Alta,9,Mala,No,0,Privada,38.61,Sí,No
254,2024-02-23,20,Unión Libre,Local,67.52,89.37,10,0,16,Bajo,10308,No,Sí,Moderado,Baja,Buenas,No,Regular,Extrovertido,Baja,5,Buena,No,3,Pública,10.61,No,Sí
